0	0.9286	0.5153	0.4688	0.7619
0.5179	0	0.5051	0.6339	0.9206
0.4464	0.6964	0	0.4241	0.9524
0.4554	0.9464	0.5306	0	0.7143
0.5000	0.7143	0.4796	0.5670	0

1	0.8400	0.5190	0.6211	0.7265
0.4340	1	0.6364	0.7053	0.7921
0.5854	0.7273	1	0.6744	0.8105
0.5400	0.8000	0.6289	1	0.7283
0.5000	0.6923	0.5895	0.7283	1
